cliente_codigo	codigo	codigocolaborador	datainicio	datalancamento	dataproximarevisao	datarenovacao	dataterminoprevisto	dataultimaatualizacao	diasporsemana	emrevisaoprofessor	genero	idoperacaoemmassa	isgeradoporia	nivel_codigo	nome	nrtreinosrealizados	predefinido	professorcarteira_codigo	professormontou_codigo	programatreinorenovacao	programatreinorenovado	situacao	totalaulasprevistas	treinorapido	versao	_chave
1170	11911		2023-03-20 00:00:00.0	2023-03-20 10:09:06.861	2023-03-27 00:00:00.0		2023-05-01 00:00:00.0		5						hipertrofia	12		98	98			0	30		26	b3c787b3459ac48df1921ab2f20c970
51	11238		2023-01-04 00:00:00.0	2023-01-04 06:10:36.482	2023-01-11 00:00:00.0		2023-02-15 00:00:00.0		2						PROG 0803212050			87	87			0	12		2	b3c787b3459ac48df1921ab2f20c970
10815	11256		2023-01-04 00:00:00.0	2023-01-04 18:31:47.753	2023-01-11 00:00:00.0		2023-04-12 00:00:00.0		5						PROG 0401231831			97	97			0	70		32	b3c787b3459ac48df1921ab2f20c970
10331	11507		2023-02-03 00:00:00.0	2023-02-03 07:21:58.191	2023-02-10 00:00:00.0		2023-03-17 00:00:00.0		5						PROG 2209220608			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
11367	11869		2023-03-16 00:00:00.0	2023-03-16 06:59:59.78	2023-03-23 00:00:00.0		2023-04-27 00:00:00.0		5						PROG 1201231319			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
9688	11557		2023-02-09 00:00:00.0	2023-02-09 07:02:10.897	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						hipertrofia			98	123			0	30		24	b3c787b3459ac48df1921ab2f20c970
209	11563		2023-02-09 00:00:00.0	2023-02-09 18:00:14.903	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						PROG 1903220858			97	125			0	30		3	b3c787b3459ac48df1921ab2f20c970
2231	11284		2023-01-06 00:00:00.0	2023-01-06 05:57:58.921	2023-01-13 00:00:00.0		2023-02-17 00:00:00.0		5						hipertrofia			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
9269	11526		2023-02-07 00:00:00.0	2023-02-07 06:39:20.563	2023-02-14 00:00:00.0		2023-03-21 00:00:00.0		2	false			false		PROG 0702230639				123			0	12		25	b3c787b3459ac48df1921ab2f20c970
442	10973		2022-11-25 00:00:00.0	2022-11-25 16:57:18.053	2022-12-02 00:00:00.0		2023-01-25 00:00:00.0		5						Ganho de massa			122	122			0	43		24	b3c787b3459ac48df1921ab2f20c970
10029	11836		2023-03-11 00:00:00.0	2023-03-11 09:43:19.656	2023-03-20 00:00:00.0		2023-04-22 00:00:00.0		5						hipertrofia			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10951	11478		2023-02-01 00:00:00.0	2023-02-01 10:54:45.493	2023-02-08 00:00:00.0		2023-03-15 00:00:00.0		5						HIPER/MASC			123	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
1897	7014		2020-07-20 00:00:00.0	2020-07-08 14:34:05.35	2020-07-15 00:00:00.0		2020-08-19 00:00:00.0		2						PROG 0807201434			80	80			0	8		590	b3c787b3459ac48df1921ab2f20c970
11465	11554		2023-02-08 00:00:00.0	2023-02-08 19:08:30.29	2023-02-15 00:00:00.0		2023-03-21 00:00:00.0		5						HIPER/FEM			122	97			0	29		10	b3c787b3459ac48df1921ab2f20c970
1528	4697		2019-05-01 00:00:00.0	2018-11-19 17:34:45.132	2018-11-26 00:00:00.0		2019-06-30 00:00:00.0		4						definição			56	56			0	34		590	b3c787b3459ac48df1921ab2f20c970
2074	6663		2020-01-15 00:00:00.0	2020-01-15 18:20:08.577	2020-01-22 00:00:00.0		2020-02-26 00:00:00.0		2						PROG 1501201820			80	80			0	12		590	b3c787b3459ac48df1921ab2f20c970
11070	11850		2023-03-14 00:00:00.0	2023-03-14 12:39:15.072	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						PROG 1403231239			123	123			0	30		22	b3c787b3459ac48df1921ab2f20c970
11091	11559		2023-02-09 00:00:00.0	2023-02-09 10:45:48.957	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						HIPER/MASC			123	123			0	30		14	b3c787b3459ac48df1921ab2f20c970
11335	11530		2023-02-07 00:00:00.0	2023-02-07 13:28:59.407	2023-02-14 00:00:00.0		2023-04-01 00:00:00.0		2						PROG 1802230000			125	125			0	15		22	b3c787b3459ac48df1921ab2f20c970
9887	11528		2023-02-07 00:00:00.0	2023-02-07 09:11:01.496	2023-02-14 00:00:00.0		2023-03-21 00:00:00.0		5						hipertrofia			122	123			0	30		27	b3c787b3459ac48df1921ab2f20c970
508	11562		2023-02-09 00:00:00.0	2023-02-09 11:50:34.949	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						Hipertrofia			123	123			0	30		6	b3c787b3459ac48df1921ab2f20c970
1087	11527		2023-02-07 00:00:00.0	2023-02-07 08:15:43.033	2023-02-14 00:00:00.0		2023-03-21 00:00:00.0		5						PROG 0702230815			125	51			0	30		24	b3c787b3459ac48df1921ab2f20c970
11553	11897		2023-03-17 00:00:00.0	2023-03-17 10:22:58.428	2023-03-24 00:00:00.0		2023-04-28 00:00:00.0		5						Hipertrofia			98	98			0	30		22	b3c787b3459ac48df1921ab2f20c970
1024	11842		2023-03-13 00:00:00.0	2023-03-13 18:49:16.963	2023-03-20 00:00:00.0		2023-04-24 00:00:00.0		5						HIPERTROFIA			97	97			0	30		9	b3c787b3459ac48df1921ab2f20c970
10996	11874		2023-03-16 00:00:00.0	2023-03-16 14:07:47.179	2023-03-23 00:00:00.0		2023-04-27 00:00:00.0		5						HIPER/FEM			125	125			0	30		2	b3c787b3459ac48df1921ab2f20c970
11486	11565		2023-02-09 00:00:00.0	2023-02-09 20:22:25.359	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						PROG 0902232022			97	51			0	30		19	b3c787b3459ac48df1921ab2f20c970
	11858			2023-03-14 17:21:20.092					5	false			false		Janaina e Flavia		true		97			0			1	b3c787b3459ac48df1921ab2f20c970
10225	11876		2023-03-16 00:00:00.0	2023-03-16 16:10:13.08	2023-03-23 00:00:00.0		2023-04-27 00:00:00.0		5						PROG 2609221829			97	97			0	30		2	b3c787b3459ac48df1921ab2f20c970
11452	11517		2023-02-03 00:00:00.0	2023-02-03 18:38:02.512	2023-02-10 00:00:00.0		2023-03-17 00:00:00.0		5						PROG 0302231838	20		122	51			0	30		98	b3c787b3459ac48df1921ab2f20c970
11435	11494		2023-02-01 00:00:00.0	2023-02-01 19:51:12.669	2023-02-08 00:00:00.0		2023-03-15 00:00:00.0		5						Hiper			98	122			0	30		5	b3c787b3459ac48df1921ab2f20c970
6932	11538		2023-02-08 00:00:00.0	2023-02-08 09:54:35.675	2023-02-15 00:00:00.0		2023-03-19 00:00:00.0		2						PROG 0802230954			123	123			0	11		33	b3c787b3459ac48df1921ab2f20c970
10770	11508		2023-02-03 00:00:00.0	2023-02-03 07:23:16.805	2023-02-10 00:00:00.0		2023-03-17 00:00:00.0		5						PROG 1409221220			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
1649	11746		2023-03-03 00:00:00.0	2023-03-03 07:22:19.475	2023-03-10 00:00:00.0		2023-04-14 00:00:00.0		5						hipertrofia				98			0	30		2	b3c787b3459ac48df1921ab2f20c970
11001	11732		2023-03-03 00:00:00.0	2023-03-03 06:14:35.395	2023-03-10 00:00:00.0		2023-03-16 00:00:00.0		5						PROG 2209220000			87	87			0	9		3	b3c787b3459ac48df1921ab2f20c970
11153	11568		2023-02-10 00:00:00.0	2023-02-10 06:41:04.277	2023-02-17 00:00:00.0		2023-03-13 00:00:00.0		5						hipertrofia			98	123			0	22		3	b3c787b3459ac48df1921ab2f20c970
11541	11859		2023-03-14 00:00:00.0	2023-03-14 17:21:37.569	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						Janaina e Flavia				51			0	30		2	b3c787b3459ac48df1921ab2f20c970
9511	11285		2023-01-06 00:00:00.0	2023-01-06 05:58:15.497	2023-01-13 00:00:00.0		2023-02-17 00:00:00.0		6						PROG 1811201735			87	87			0	36		2	b3c787b3459ac48df1921ab2f20c970
11443	11545		2023-02-08 00:00:00.0	2023-02-08 18:30:20.065	2023-02-15 00:00:00.0		2023-03-21 00:00:00.0		5						HIPER			122	122			0	29		14	b3c787b3459ac48df1921ab2f20c970
11481	11566		2023-02-09 00:00:00.0	2023-02-09 20:53:08.325	2023-02-16 00:00:00.0		2023-03-23 00:00:00.0		5						PROG 0902232053			122	51			0	30		21	b3c787b3459ac48df1921ab2f20c970
10271	11537		2023-02-08 00:00:00.0	2023-02-08 06:31:15.986	2023-02-15 00:00:00.0		2023-03-22 00:00:00.0		5						HIPER/FEM			97	98			0	30		19	b3c787b3459ac48df1921ab2f20c970
10043	11544		2023-02-12 00:00:00.0	2023-02-08 18:22:17.335	2023-02-20 00:00:00.0		2023-03-31 00:00:00.0		5						PROG 1202230000	2		97	97			0	33		44	b3c787b3459ac48df1921ab2f20c970
2313	11868		2023-03-15 00:00:00.0	2023-03-15 18:26:14.7	2023-03-22 00:00:00.0		2023-04-26 00:00:00.0			false			false		Hipertrofia							0			11	b3c787b3459ac48df1921ab2f20c970
11001	11902		2023-03-17 00:00:00.0	2023-03-17 17:49:22.543	2023-03-24 00:00:00.0		2023-04-28 00:00:00.0		5						hipertrofia	7		87	98			0	30		21	b3c787b3459ac48df1921ab2f20c970
236	11887		2023-03-16 00:00:00.0	2023-03-16 17:45:09.035	2023-03-23 00:00:00.0		2023-04-27 00:00:00.0		5						TREINO			126	97			0	30		3	b3c787b3459ac48df1921ab2f20c970
11464	11556		2023-02-08 00:00:00.0	2023-02-08 20:22:26.505	2023-02-15 00:00:00.0		2023-03-22 00:00:00.0		5						hiper	1		97	122			0	30		5	b3c787b3459ac48df1921ab2f20c970
10889	11889		2023-03-17 00:00:00.0	2023-03-17 06:13:43.823	2023-03-24 00:00:00.0		2023-04-12 00:00:00.0		5						PROG 2501232017			98	98			0	18		3	b3c787b3459ac48df1921ab2f20c970
9873	11909		2023-03-20 00:00:00.0	2023-03-20 07:03:40.317	2023-03-27 00:00:00.0		2023-05-01 00:00:00.0		5						hipertrofia	29		98	123			0	30		65	b3c787b3459ac48df1921ab2f20c970
10927	11828		2023-03-14 00:00:00.0	2023-03-10 18:09:48.86	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						hipertrofia	3		98	97	11459		0	30		10	b3c787b3459ac48df1921ab2f20c970
10583	11847		2023-03-14 00:00:00.0	2023-03-14 12:28:28.169	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						hipertrofia	0		123	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
11387	11898		2023-03-17 00:00:00.0	2023-03-17 14:59:50.234	2023-03-24 00:00:00.0		2023-04-28 00:00:00.0		2						EMAGRECIMENTO E QUALIDADE DE VIDA	7		123	98			0	12		12	b3c787b3459ac48df1921ab2f20c970
11560	11918		2023-03-20 00:00:00.0	2023-03-20 20:11:28.142	2023-03-27 00:00:00.0		2023-05-01 00:00:00.0		5						TREINO 	36		97	97			0	30		8	b3c787b3459ac48df1921ab2f20c970
2313	11745		2023-03-03 00:00:00.0	2023-03-03 07:22:03.866	2023-03-10 00:00:00.0		2023-03-14 00:00:00.0			false			false		hipertrofia							0			4	b3c787b3459ac48df1921ab2f20c970
10742	11525		2023-02-06 00:00:00.0	2023-02-06 18:45:43.31	2023-02-13 00:00:00.0		2023-06-26 00:00:00.0		5						PROG 0602231845			97	97			0	100		53	b3c787b3459ac48df1921ab2f20c970
9672	11916		2023-11-22 00:00:00.0	2023-03-20 16:49:01.32	2023-11-29 00:00:00.0		2024-01-31 00:00:00.0		5	false			false		PROG 2003231649	140		97	97			0	50		104	b3c787b3459ac48df1921ab2f20c970
10155	11924		2023-03-21 00:00:00.0	2023-03-21 08:52:24.229	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		2						PROG 2103230852	1		98	123			0	12		43	b3c787b3459ac48df1921ab2f20c970
1371	5508		2019-04-30 00:00:00.0	2019-04-30 11:29:55.111	2019-05-07 00:00:00.0		2019-06-11 00:00:00.0		4						PROG Gabriel P. / REDUZIR % DE GORDURA 			68	68			0	24		590	b3c787b3459ac48df1921ab2f20c970
407	579		2016-09-15 00:00:00.0	2016-09-15 20:21:56.787	2016-09-22 00:00:00.0	2016-10-31 18:44:10.424	2016-10-23 00:00:00.0		2						PROG 1509162021	16		16	16		931	0	11		590	b3c787b3459ac48df1921ab2f20c970
11431	11948		2023-03-22 00:00:00.0	2023-03-22 13:21:32.761	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		2						PROG 0102231330	3		123	123			0	12		26	b3c787b3459ac48df1921ab2f20c970
439	6097		2019-09-04 00:00:00.0	2019-09-04 18:20:05.06	2019-09-11 00:00:00.0		2019-10-01 00:00:00.0		2						READAPTAÇÃO			56	56			0	7		590	b3c787b3459ac48df1921ab2f20c970
242	5236		2019-03-12 00:00:00.0	2019-03-12 06:15:31.286	2019-03-19 00:00:00.0		2019-04-23 00:00:00.0		3						REDUZIR % DE GORDURA 	30		68	68			0	18		590	b3c787b3459ac48df1921ab2f20c970
1282	3548		2018-05-17 00:00:00.0	2018-05-17 13:01:19.791	2018-05-24 00:00:00.0	2018-08-28 15:31:57.607	2018-06-28 00:00:00.0		3						HIPERTROFIA			20	20		4231	0	18		590	b3c787b3459ac48df1921ab2f20c970
655	1414		2017-01-27 00:00:00.0	2017-01-27 16:24:38.745	2017-02-03 00:00:00.0		2017-02-28 00:00:00.0		4						HIPERTROFIA E DEFINIÇÃO MUSCULAR  			8	8			0	18		590	b3c787b3459ac48df1921ab2f20c970
	11935			2023-03-21 18:31:08.398					5	false			false		mMMM		true		97			0			1	b3c787b3459ac48df1921ab2f20c970
10181	11560		2023-02-10 00:00:00.0	2023-02-09 10:46:25.893	2023-02-17 00:00:00.0		2023-03-24 00:00:00.0		5						hipertrofia			123	123	11216		0	30		2	b3c787b3459ac48df1921ab2f20c970
10679	11913		2023-03-20 00:00:00.0	2023-03-20 11:47:19.001	2023-03-27 00:00:00.0		2023-05-01 00:00:00.0		5						hipertrofia			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
115	11950		2023-03-22 00:00:00.0	2023-03-22 19:52:58.076	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		5						Hipertrofia	11		94	125			0	30		21	b3c787b3459ac48df1921ab2f20c970
9243	7478		2020-10-13 00:00:00.0	2020-10-13 20:58:02.366	2020-10-20 00:00:00.0		2020-11-24 00:00:00.0		2						PROG 1310202058			94	80			0	12		591	b3c787b3459ac48df1921ab2f20c970
10735	10722		2022-10-24 00:00:00.0	2022-10-24 19:01:44.16	2022-10-31 00:00:00.0		2022-12-05 00:00:00.0		5						hipertrofia			98	122			0	30		3	b3c787b3459ac48df1921ab2f20c970
8298	11286		2023-01-06 00:00:00.0	2023-01-06 05:59:00.291	2023-01-13 00:00:00.0		2023-02-17 00:00:00.0		5						PROG 1607220000			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10625	11733		2023-03-03 00:00:00.0	2023-03-03 06:14:57.367	2023-03-10 00:00:00.0		2023-04-14 00:00:00.0		3						PROG 0406220955			87	87			0	18		2	b3c787b3459ac48df1921ab2f20c970
11135	11240		2023-01-04 00:00:00.0	2023-01-04 06:45:32.697	2023-01-11 00:00:00.0		2023-02-15 00:00:00.0		2						PROG 0401230645			97	123			0	12		48	b3c787b3459ac48df1921ab2f20c970
11463	11931		2023-03-22 00:00:00.0	2023-03-21 13:36:53.464	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		2						PROG 0702231627			125	125	11532		0	12		2	b3c787b3459ac48df1921ab2f20c970
11486	11955		2023-03-24 00:00:00.0	2023-03-23 17:45:28.406	2023-03-31 00:00:00.0		2023-05-05 00:00:00.0		5						PROG 0902232022			122	51	11565		0	30		3	b3c787b3459ac48df1921ab2f20c970
257	11485		2023-02-01 00:00:00.0	2023-02-01 15:58:19.224	2023-02-08 00:00:00.0		2023-03-15 00:00:00.0		5						PROG 1801221550			97	97			0	30		2	b3c787b3459ac48df1921ab2f20c970
11544	11923		2023-03-21 00:00:00.0	2023-03-21 06:52:13.691	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						Hipertrofia			98	98			0	30		3	b3c787b3459ac48df1921ab2f20c970
11078	11196		2022-12-29 00:00:00.0	2022-12-28 15:13:59.033	2023-01-05 00:00:00.0		2023-02-09 00:00:00.0		2						HIPERTROFIA MASCULINO A/B/C  Prof. Luzanira	43		121	121	11132		0	12		85	b3c787b3459ac48df1921ab2f20c970
11389	11860		2023-03-14 00:00:00.0	2023-03-14 17:30:00.357	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						HIPER/MASC			98	51			0	30		3	b3c787b3459ac48df1921ab2f20c970
10335	11937		2023-03-21 00:00:00.0	2023-03-21 20:16:47.469	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						PROG 2103232016	13		97	97			0	30		21	b3c787b3459ac48df1921ab2f20c970
126	11946		2023-03-22 00:00:00.0	2023-03-22 11:43:10.945	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		5						hipertrofia			123	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
11139	10840		2022-11-16 00:00:00.0	2022-11-16 07:18:24.444	2022-11-23 00:00:00.0		2022-12-28 00:00:00.0		5						hipertrofia			123	123			0	30		33	b3c787b3459ac48df1921ab2f20c970
3043	11561		2023-02-10 00:00:00.0	2023-02-09 10:46:45.075	2023-02-17 00:00:00.0		2023-03-24 00:00:00.0		5						PROG 0807201416			123	123	11217		0	30		2	b3c787b3459ac48df1921ab2f20c970
9895	11569		2023-02-10 00:00:00.0	2023-02-10 06:41:29.403	2023-02-17 00:00:00.0		2023-03-24 00:00:00.0		2						PROG 1108220648			98	123			0	12		2	b3c787b3459ac48df1921ab2f20c970
324	4813		2018-12-11 00:00:00.0	2018-12-11 18:03:30.815	2018-12-18 00:00:00.0		2019-01-31 00:00:00.0		5						READAPTAÇÃO			56	46	4326		0	36		590	b3c787b3459ac48df1921ab2f20c970
1387	3985		2018-07-24 00:00:00.0	2018-07-24 11:03:53.662	2018-07-31 00:00:00.0	2018-09-17 07:16:43.82	2018-09-04 00:00:00.0		5						EMAGRECIMENTO			48	24		4393	0	30		590	b3c787b3459ac48df1921ab2f20c970
201	6147		2019-09-16 00:00:00.0	2019-09-16 17:05:07.813	2019-09-23 00:00:00.0		2019-10-28 00:00:00.0		5						HIPERTROFIA			74	74			0	30		590	b3c787b3459ac48df1921ab2f20c970
1848	5526		2019-05-07 00:00:00.0	2019-05-07 19:20:28.948	2019-05-14 00:00:00.0		2019-06-18 00:00:00.0		2						PROG 0705191920			64	74			0	12		590	b3c787b3459ac48df1921ab2f20c970
2230	6819		2020-02-20 00:00:00.0	2020-02-20 01:24:23.645	2020-02-27 00:00:00.0		2020-04-02 00:00:00.0		2						PROG 2002200124			79	79			0	12		590	b3c787b3459ac48df1921ab2f20c970
2131	6713		2020-01-24 00:00:00.0	2020-01-24 16:26:53.975	2020-01-31 00:00:00.0		2020-03-06 00:00:00.0		4						EMAGRECIMENTO/SAÚDE	10		86	86			0	24		590	b3c787b3459ac48df1921ab2f20c970
11153	11843		2023-03-14 00:00:00.0	2023-03-14 06:17:47.76	2023-03-21 00:00:00.0		2023-04-25 00:00:00.0		5						hipertrofia	15		98	98			0	30		89	b3c787b3459ac48df1921ab2f20c970
2232	11925		2023-03-21 00:00:00.0	2023-03-21 10:45:14.94	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		2						PROG 1912220806			123	123			0	12		2	b3c787b3459ac48df1921ab2f20c970
	11963			2023-03-24 11:52:54.786					5	false			false		hipertrofia ABC masc ini 2		true		123			0	36		1	b3c787b3459ac48df1921ab2f20c970
11356	11904		2023-03-17 00:00:00.0	2023-03-17 17:56:57.402	2023-03-24 00:00:00.0		2023-04-28 00:00:00.0		5						hipertrofia			98	98			0	30		29	b3c787b3459ac48df1921ab2f20c970
11454	11940		2023-03-22 00:00:00.0	2023-03-22 07:00:15.647	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		5						hipertrofia			122	123			0	30		31	b3c787b3459ac48df1921ab2f20c970
10684	11976		2023-03-25 00:00:00.0	2023-03-25 08:32:48.325	2023-04-03 00:00:00.0		2023-07-29 00:00:00.0		2	false			false		HIPERTROFIA			122	98			0	36		21	b3c787b3459ac48df1921ab2f20c970
9526	11890		2023-03-17 00:00:00.0	2023-03-17 06:14:59.019	2023-03-24 00:00:00.0		2023-03-23 00:00:00.0		2						PROG 2101231159			98	98			0	1		3	b3c787b3459ac48df1921ab2f20c970
1030	11944		2023-04-07 00:00:00.0	2023-03-22 10:00:05.87	2023-04-14 00:00:00.0		2023-05-19 00:00:00.0		5						hipertrofia ABC masc inter			87	123	11690		0	30		2	b3c787b3459ac48df1921ab2f20c970
3043	11960		2023-03-25 00:00:00.0	2023-03-24 09:02:13.704	2023-04-03 00:00:00.0		2023-05-06 00:00:00.0		5						PROG 0807201416			123	123	11561		0	30		2	b3c787b3459ac48df1921ab2f20c970
10739	11974		2023-03-24 00:00:00.0	2023-03-24 20:59:11.064	2023-03-31 00:00:00.0		2023-05-05 00:00:00.0		5						PROG 2403232059	7		122	51			0	30		29	b3c787b3459ac48df1921ab2f20c970
453	11747		2023-03-03 00:00:00.0	2023-03-03 07:22:53.343	2023-03-10 00:00:00.0		2023-04-14 00:00:00.0		5						NOVOPROG 1908200637			98	98			0	30		5	b3c787b3459ac48df1921ab2f20c970
11572	11966		2023-03-24 00:00:00.0	2023-03-24 18:14:44.019	2023-03-31 00:00:00.0		2023-05-05 00:00:00.0		5						PROG 2403231814				51			0	30		24	b3c787b3459ac48df1921ab2f20c970
536	11139		2022-12-20 00:00:00.0	2022-12-20 11:31:34.998	2022-12-27 00:00:00.0		2023-05-10 00:00:00.0		2						HIPERTROFIA MASCULINO A/B/C  	18		122	97			0	40		14	b3c787b3459ac48df1921ab2f20c970
11568	11952		2023-03-23 00:00:00.0	2023-03-23 17:12:36.511	2023-03-30 00:00:00.0		2023-05-04 00:00:00.0		5						Treino			126	97			0	30		12	b3c787b3459ac48df1921ab2f20c970
11505	11969		2023-03-25 00:00:00.0	2023-03-24 18:59:17.329	2023-04-03 00:00:00.0		2023-05-05 00:00:00.0		5						PROG 2503230000	15		97	97			0	29		47	b3c787b3459ac48df1921ab2f20c970
11571	11956		2023-03-23 00:00:00.0	2023-03-23 20:52:18.235	2023-03-30 00:00:00.0		2023-05-04 00:00:00.0		5						Sebastião	7		94	97			0	30		4	b3c787b3459ac48df1921ab2f20c970
9526	11968		2023-03-24 00:00:00.0	2023-03-24 18:33:51.333	2023-03-31 00:00:00.0		2023-05-01 00:00:00.0		5						PROG 2904230000	2		98	51			0	27		31	b3c787b3459ac48df1921ab2f20c970
9696	11958		2023-04-01 00:00:00.0	2023-03-24 06:28:19.851	2023-04-10 00:00:00.0		2023-04-16 00:00:00.0		5						hipertrofia			98	123	11912		0	10		4	b3c787b3459ac48df1921ab2f20c970
10849	11877		2023-03-16 00:00:00.0	2023-03-16 16:15:08.318	2023-03-23 00:00:00.0		2023-08-10 00:00:00.0		5						PROG 0301232051			94	97			0	105		4	b3c787b3459ac48df1921ab2f20c970
11374	11938		2023-03-21 00:00:00.0	2023-03-21 21:18:19.948	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						PROG 1301232132	7		97	97			0	30		18	b3c787b3459ac48df1921ab2f20c970
11444	11922		2023-03-21 00:00:00.0	2023-03-21 06:24:31.043	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						hipertrofia	10		122	123			0	30		23	b3c787b3459ac48df1921ab2f20c970
11274	11965		2023-03-24 00:00:00.0	2023-03-24 17:17:39.777	2023-03-31 00:00:00.0		2023-05-13 00:00:00.0		5						Hipertrofia			98	125			0	36		13	b3c787b3459ac48df1921ab2f20c970
11354	11910		2023-03-20 00:00:00.0	2023-03-20 08:14:26.205	2023-03-27 00:00:00.0		2023-05-01 00:00:00.0		2						PROG 2003230814			123	123			0	12		48	b3c787b3459ac48df1921ab2f20c970
11270	11949		2023-03-22 00:00:00.0	2023-03-22 18:03:39.348	2023-03-29 00:00:00.0		2023-05-03 00:00:00.0		5						PROG 2203231803	2		130	125			0	30		23	b3c787b3459ac48df1921ab2f20c970
535	10975		2022-11-25 00:00:00.0	2022-11-25 17:01:23.244	2022-12-02 00:00:00.0		2023-01-25 00:00:00.0		5						Hipertrofia	6		122	122			0	43		16	b3c787b3459ac48df1921ab2f20c970
	11781			2023-03-04 09:29:11.992					5	false			false		Emagrecimento+Hiper-Alex		true		122			0	36		1	b3c787b3459ac48df1921ab2f20c970
9219	11970		2023-03-24 00:00:00.0	2023-03-24 19:27:24.387	2023-03-31 00:00:00.0		2023-05-05 00:00:00.0		5						Hipertrofia			97	51			0	30		2	b3c787b3459ac48df1921ab2f20c970
712	11879		2023-03-16 00:00:00.0	2023-03-16 16:16:13.784	2023-03-23 00:00:00.0		2023-07-12 00:00:00.0		5						PROG 0501231100			94	97			0	84		7	b3c787b3459ac48df1921ab2f20c970
11566	11978		2023-03-27 00:00:00.0	2023-03-27 06:44:03.764	2023-04-03 00:00:00.0		2023-05-16 00:00:00.0		5						hipertrofia				123			0	36		18	b3c787b3459ac48df1921ab2f20c970
3387	11780		2023-03-04 00:00:00.0	2023-03-04 09:23:41.448	2023-03-13 00:00:00.0		2023-04-15 00:00:00.0		5						Emagrecimento+Hiper			122	122			0	30		26	b3c787b3459ac48df1921ab2f20c970
10106	11979		2023-03-27 00:00:00.0	2023-03-27 06:46:22.496	2023-04-03 00:00:00.0		2023-05-16 00:00:00.0		5						hipertrofia			123	123			0	36		19	b3c787b3459ac48df1921ab2f20c970
1279	9375		2022-03-14 00:00:00.0	2022-03-14 15:22:34.747	2022-03-21 00:00:00.0		2023-01-26 00:00:00.0		2						PROG 2303212026			122	86			0	90		7	b3c787b3459ac48df1921ab2f20c970
11478	11547		2023-02-08 00:00:00.0	2023-02-08 18:33:54.446	2023-02-15 00:00:00.0		2023-03-22 00:00:00.0		5						TREINO 				97			0	30		5	b3c787b3459ac48df1921ab2f20c970
7410	11570		2023-02-10 00:00:00.0	2023-02-10 06:46:02.112	2023-02-17 00:00:00.0		2023-03-24 00:00:00.0		5						TREINO PEDRO			98	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
11564	11933		2023-03-21 00:00:00.0	2023-03-21 17:31:01.038	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						TREINO			97	97			0	30		22	b3c787b3459ac48df1921ab2f20c970
4380	10812		2022-11-10 00:00:00.0	2022-11-10 18:06:08.329	2022-11-17 00:00:00.0		2023-04-19 00:00:00.0		5						PROG 1011221806	11		97	97			0	114		29	b3c787b3459ac48df1921ab2f20c970
11399	11975		2023-03-24 00:00:00.0	2023-03-24 21:16:17.734	2023-03-31 00:00:00.0		2023-05-05 00:00:00.0		5						PROG 2403232116	1		125	97			0	30		29	b3c787b3459ac48df1921ab2f20c970
11563	11936		2023-03-21 00:00:00.0	2023-03-21 18:31:47.333	2023-03-28 00:00:00.0		2023-05-02 00:00:00.0		5						TREINO	6		97	97			0	30		7	b3c787b3459ac48df1921ab2f20c970
1722	11873		2023-03-16 00:00:00.0	2023-03-16 11:41:03.474	2023-03-23 00:00:00.0		2023-04-27 00:00:00.0		6						Iniciante ABC	39		94	125			0	36		33	b3c787b3459ac48df1921ab2f20c970
